sentence1,sentence2,similarity_score,split
"Je ne suis pas d'accord avec le fait que le surnom ""le plus étendu"" doive être appliqué à la langue de Dorothy Jones Heydt.","La langue vulcaine la plus étendue a été créée par des fans dans les années 60, en particulier par la linguiste Dorothy Jones Heydt.",1.6699999570846558,dev
Je serais plus enclin à croire qu'il s'agit d'une sorte de monde des anneaux.,"Il n'est pas creux, il est rond comme notre monde.",1.7999999523162842,dev
"D'une part, rien dans le canon ne permet de penser que les Time Turners pourraient avancer dans le temps.",Les Time Turners ont été explicitement mentionnés pour permettre de remonter dans le temps.,2.799999952316284,dev
J'ai été invité à présenter des idées d'histoires à Ron Moore à ST:TNG.,Il est évidemment possible qu'il quitte le terrain sans dommage - c'est arrivé.,0.0,dev
"Tout d'abord, laissez-moi vous dire qu'il semble y avoir 3 traits principaux pour jeter un sort.",J'ai toujours pensé que Harry semblait apprendre du Prince de Sang-Mêlé mieux que d'autres sources.,0.6000000238418579,dev
J'ai commencé à regarder la série Stargate en regardant d'abord Atlantis !,"Sans entrer dans une analyse approfondie de l'Atlantide et de l'Univers, je vais essayer d'être aussi succinct que possible.",1.7999999523162842,dev
J'ai voté pour la sphère dyson comme étant la plus réaliste.,"Le livre d'Allen Steele, Hex, décrit une sphère de Dyson, mais faite d'hexagones, à 1000 miles (K ?",0.4000000059604645,dev
C'était avant le début de la saison car Amy a vu la femme avant que le Silence ne l'emporte.,"Le calendrier exact n'a pas encore été établi, mais nous pouvons faire quelques hypothèses.",0.20000000298023224,dev
Nous avons deux mondes parallèles en collision ou peut-être plus.,Nos intrépides héros n'ont pas non plus poursuivi l'enfant qui était dans la combinaison spatiale.,0.0,dev
"Dick était un homme d'idées et un homme de personnes, pas un homme de science.",La plupart des œuvres de Philip K Dick ne sont pas du tout de la science-fiction.,1.399999976158142,dev
"Tout d'abord, il faut considérer que ""Sphère"" est moins ""Hard SF"" et plus ""Soft SF"", thriller, roman d'aéroport et autres.","Les ""ailerons"" des vrais vaisseaux spatiaux ont généralement deux fonctions : les panneaux solaires ou les radiateurs thermiques.",0.0,dev
"Selon le canon, Leia était une experte en matière de combat, en particulier de tir (ceci est tiré des livres de l'UE).","Dans le combat réel, la plupart des tirs sont utilisés pour supprimer l'ennemi, pas pour le tuer.",0.6000000238418579,dev
Je ne pense pas que nous ayons une théorie solide de la spéciation des mammifères.,La réponse courte est que l'évolution n'a pas pu créer de branchies chez l'homme.,0.800000011920929,dev
"Voici la version de couverture de 2006, le choix B dans votre question est la version de 2006.",La compilation de Wikipédia sur les règles de voyage dans le temps est une bonne ressource pour vérifier ce sujet.,0.20000000298023224,dev
"La langue des signes peut-être, puisqu'il n'y a pas de ton pour transmettre un sens, une émotion ou une intention.",On peut dire sans risque de se tromper que la posture du corps joue un grand rôle dans toutes les langues.,2.200000047683716,dev
"N'oubliez pas que, du point de vue de la Flotte, le reste de la galaxie est ce qui se déplace et subit la dilatation du temps.","Eh bien, cela dépend vraiment de la durée de son séjour et de la vitesse exacte de la flotte.",1.7999999523162842,dev
Cette idée existe depuis le début du mythe et de la narration.,La science des super-héros pourrait nous éclairer sur ce sujet.,0.20000000298023224,dev
Est-il possible qu'un match soit à égalité même après avoir appliqué la méthode D/L ?,"Oui, il est possible qu'un match soit à égalité après application de la méthode D/L.",4.0,dev
"Oui, une équipe peut utiliser le même joueur pour le bowling et la batte dans un super over.",Aucune règle ne détermine quels joueurs peuvent être sélectionnés pour jouer au bowling ou au bâton dans le Super Over.,4.199999809265137,dev
Il s'agit simplement du nombre de boules jouées divisé par le nombre de guichets pris.,Le taux d'abattage du bowling est défini pour un joueur de bowling comme le nombre moyen de boules jouées par guichet pris.,4.400000095367432,dev
"Oui, absolument - le joueur qui reçoit doit laisser la balle rebondir avant de renvoyer le service - ou n'importe quel tir, en fait.","Oui, le receveur doit attendre que la balle touche son aire de jeu, sinon elle compte comme étant obstruée.",3.0,dev
"Nous n'avons utilisé Fartlek que pour mesurer la forme physique, et pour nous amuser un peu.",Fartlek n'est pas plus efficace que n'importe quel entraînement par intervalles - juste plus amusant !,2.5999999046325684,dev
"Si le nombre de quatre frappés par deux équipes est également égal, les deux équipes obtiendront 1 point chacune.",C'est la règle si les points marqués par deux équipes en Super Over sont égaux...,0.6000000238418579,dev
Les femmes sont apparues pour la première fois aux Jeux olympiques modernes en croquet aux Jeux olympiques de 1900.,"En 1900, les deuxièmes Jeux olympiques modernes, 22 femmes ont participé à 5 épreuves : tennis, voile, croquet, équitation et golf.",3.200000047683716,dev
"Il est difficile de parler au nom d'une équipe, de savoir quelle est sa stratégie dans un projet.",La rédaction a considérablement changé avec la nouvelle convention collective.,2.5999999046325684,dev
"Pour jouer au golf, la première chose dont vous avez besoin est un jeu de clubs.","Ayant moi-même pratiqué ce sport assez récemment, je ressens votre malaise.",1.2000000476837158,dev
"Oui, le facteur de rosée (humidité dans l'environnement) peut changer la direction d'une allumette.",Un autre inconvénient du facteur de rosée est qu'il rend difficile l'atteinte des limites.,3.0,dev
La lecture de votre billet m'a fait penser à mes jeunes années !,Je dirais qu'il faut se distraire de la vue d'ensemble.,0.0,dev
Il n'y a AUCUNE bonne raison pour ne pas mettre en place des jeux vidéo dans le football professionnel.,Il y a un autre problème avec l'application de rediffusions instantanées qui ne se limitent pas à interrompre le déroulement du jeu.,2.5999999046325684,dev
"En gros, la règle est que vous devez jouer la balle, et non l'homme, jusqu'à ce que quelqu'un attrape la balle.","Il est assez simple à comprendre, un peu plus difficile à arbitrer.",1.2000000476837158,dev
"Au plus haut niveau, un régulateur de rythme permet de s'assurer qu'ils respectent exactement leur plan de jeu pour la course.","D'après mon expérience personnelle, j'ai trouvé qu'un pace setter était incroyablement utile.",2.799999952316284,dev
Je peux penser à trois facteurs clés qui sont des conjectures assez logiques.,Il y a eu un certain nombre d'études dans le domaine du football/soccer sur l'avantage du terrain à domicile.,0.20000000298023224,dev
Le mouvement de la boule en l'air est appelé swing bowling.,Ces deux styles de bowling sont pratiqués par des joueurs qui sont des joueurs de vitesse moyenne ou rapide.,1.7999999523162842,dev
"En fait, il est beaucoup plus facile de compter celui qui n'est PAS sur le même continent.","C'est également la stratégie recommandée pour les marathons, si vous voulez gagner du temps.",0.0,dev
Le ballon rouge sous un projecteur jaune prend une couleur brunâtre qui ressemble beaucoup à la couleur du terrain.,"Je suis aussi un nageur amateur, mais dans le cadre de mon entraînement au triathlon.",0.0,dev
"Non, il n'y a pas de critères spécifiques pour décerner le prix de l'homme du match.","Selon les règles, l'attribution des MoM est décidée par le panel de départ.",3.0,dev
"Je n'en connais pas les détails, mais il me semble me souvenir de ce scénario d'il y a de nombreuses années.","Les lois du cricket stipulent que vous pouvez déclarer n'importe quelle manche, quelle que soit la durée convenue.",0.0,dev
"Conformément à l'article 22 du ""Règlement sur l'équipement"" de la FIFA, seul le gardien de but est autorisé à porter une casquette.","Bien que le port du casque soit autorisé, il n'est conseillé qu'au gardien de but.",2.4000000953674316,dev
"Heureux d'apprendre que vous avez commencé à jouer au hockey, c'est un sport formidable !",La règle générale est de patiner toutes les 5-6 heures.,0.4000000059604645,dev
Je préfère courir la deuxième mi-temps 1 à 2 minutes plus vite que la première.,J'opterais certainement pour une première mi-temps un peu plus lente.,2.5999999046325684,dev
C'est par hasard qu'elle a affronté Li Na au premier tour - et non parce qu'elle est classée numéro 127.,"C'était trop long pour un commentaire, alors je le publie en tant que réponse CW.",0.0,dev
"La plupart du temps, vous pouvez faire votre demande dans n'importe quel consulat américain.","En général, vous êtes censé faire votre demande au consulat américain de votre lieu de résidence.",3.5999999046325684,dev
"Il y a une compagnie aérienne, Spirit Airlines, qui essaie de copier Ryanair avec des billets super bon marché et un service agressif de mauvaise qualité.",Il existe quelques compagnies aériennes qui proposent des vols à des tarifs plus bas.,1.7999999523162842,dev
Je vous suggère de trouver une banque dans votre pays et d'envisager d'ouvrir un compte bancaire libellé en euros auprès d'elle.,Je ne suis pas sûr que vous puissiez ouvrir un compte bancaire en France si vous n'êtes pas résident.,1.600000023841858,dev
"Si je me souviens bien, à Genève au moins, il y a des marchés en plein air sur une base hebdomadaire.",Cette page répertorie tous les grands marchés de Noël en Suisse.,2.0,dev
Mon expérience est qu'un taxi normal est toujours moins cher.,"Lorsque vous utilisez un taxi régulier, assurez-vous qu'il est assuré par une société réputée ou que vous vous êtes mis d'accord sur le tarif à l'avance.",2.0,dev
J'avais un problème similaire mais dans une situation qui semblait plus simple.,"En fait, je suis sur le point de faire la même chose lors de mon transfert à Londres Heathrow.",0.0,dev
Un arrêt technique est au profit de l'AVION.,"En général, il s'agit d'un arrêt de ravitaillement en carburant, et vous restez assis dans l'avion.",2.5999999046325684,dev
"Kyoto, du moins, le fait, comme décrit ici : JR Station de Kyoto.",La plupart des gares japonaises sont équipées de casiers à monnaie.,0.4000000059604645,dev
"Il y a une réponse geek à cela, et une réponse pratique à cela.",Il est assez ridicule que j'aie vu des compagnies aériennes demander que ces appareils soient parfois éteints.,0.0,dev
"J'ai visité le Pérou en août, en partant de Lima et en faisant une tournée de trois semaines.",Cusco : Haut : 70F Bas : 40F C'est juste avant la saison des pluies (déc-mars) et les foules sont généralement moins nombreuses.,0.20000000298023224,dev
"En général, presque partout où je vais, je trouve qu'il est plus facile de retirer de l'argent au distributeur.","Il y a beaucoup de distributeurs automatiques de billets et de bureaux de change dans toute la ville, en particulier dans le centre ville.",1.7999999523162842,dev
La plus évidente est la plus ancienne marche de longue distance en Écosse : Le West Highland Way.,Regardez ça : http://www.capewrathtrail.co.uk/ Vous pourriez le faire par étapes.,1.600000023841858,dev
La réponse dépendra en grande partie du pays dans lequel vous vous rendez.,"Ayant toujours voyagé avec beaucoup de médicaments sur ordonnance, je le déclare toujours.",1.0,dev
"Il y a des trains qui passent par Knin, ce qui signifie un grand détour par l'intérieur des terres (il n'y a tout simplement pas de ligne côtière).","Comme d'autres l'ont dit, si vous voulez vous rendre à Split, la meilleure offre de transport public est le bus.",0.6000000238418579,dev
Aller sur un cargo compterait-il comme une tournée ?,"Ozbus propose une tournée de 29 semaines en Amérique du Sud, avec départ et arrivée à Quito.",1.0,dev
L'anglais fonctionne partout avec les gens qui achètent et vendent des choses et dans le secteur de l'hospitalité et du tourisme.,J'ai voyagé dans le Maharashtra (y compris à Mumbai) et dans l'Andhra Pradesh et je n'ai eu aucun problème à me débrouiller en anglais.,2.799999952316284,dev
Je pense que le double objectif a beaucoup à voir avec le but de l'antagoniste.,Je pense que cela va dépendre des raisons.,2.5999999046325684,dev
"Il n'y a rien de mal à l'expression ""service d'échantillonnage simple"".","Le changement minimal nécessaire pour éviter toute allitération déconcertante consiste à l'appeler simplement ""service d'exemple simple"".",3.4000000953674316,dev
J'ai lancé mon propre outil car je n'aimais pas yWriter et Storybook.,"J'ai essayé beaucoup des choses mentionnées ci-dessus, mais elles n'ont jamais vraiment fonctionné pour moi.",1.600000023841858,dev
"Oui, c'est bien, car cela vous permet de mettre l'accent sur certaines choses, que vous voulez que les lecteurs remarquent.",Je pense que c'est parfaitement acceptable et que cela souligne bien votre point de vue.,4.0,dev
"En ce qui concerne la fiction, je n'ai guère de preuves de la publication de blogs sous forme imprimée et/ou de livres électroniques.","Pour répondre à votre question, oui, je pense que bloguer votre fiction va nuire à vos tentatives d'être publié traditionnellement plus tard.",1.7999999523162842,dev
The War God's Own de David Weber comporte de longues scènes de voyage qu'il réussit assez bien.,Une chose qui devrait être utilisée comme assaisonnement dans les contes de l'Odyssée est l'idée de la fausse destination.,0.20000000298023224,dev
Il faut définir le problème avant de tenter de le résoudre.,"Chaque fois que je commence à lire les mêmes lignes encore et encore, je me mets à écumer.",0.0,dev
Votre inquiétude est justifiée ; le lecteur pourrait en être frustré.,"Je ne crois pas que le fait de ne pas connaître le nom d'un personnage puisse prêter à confusion, à moins que vous ne le fassiez.",1.399999976158142,dev
"Non, il n'est pas nécessaire d'avoir suivi des cours ou obtenu un diplôme dans votre région.",J'ai fait pas mal de rédaction technique pour les systèmes d'information sur les soins de santé.,0.0,dev
"Une chose que vous semblez oublier concernant les mythes, c'est qu'il s'agit d'histoires extrêmement répandues.","J'ai remarqué que vous avez dit que les ""critiques de cinéma"" apprécient les références mythologiques dans un film, mais le public, lui, les apprécie-t-il ?",1.2000000476837158,dev
"Nous venons d'aborder cette question récemment, et l'excellente réponse suggérée était les guillemets.","guillemets, comme le suggère Lauren Ipsum, est une bonne option.",3.5999999046325684,dev
"Les méchants que je déteste absolument sont égoïstes et égoïstes, mais ce sont aussi des lâches.","Un méchant que vous voulez abattre est, au fond, quelqu'un qui ne se soucie pas de la souffrance des autres.",3.0,dev
"Vous pouvez écrire le livre de la manière que vous voulez, à condition qu'il vous convienne.",Séquence a seulement dans l'écriture (parfois vous devez revenir en arrière et réviser) option que le non écrivain a est.,1.2000000476837158,dev
"Oui, les dialogues ennuyeux doivent être complètement supprimés (ou transformés en dialogues intéressants).","Je suis d'accord avec la réponse de Lauren : Dans toute histoire, il faut des hauts et des bas.",1.7999999523162842,dev
La réponse à votre question est la suivante : cela dépend de la façon dont l'écrivain travaille.,"Au début, j'ai pensé que c'était une question un peu délicate.",0.800000011920929,dev
Webster's New World Rhyming Dictionary : Clement Wood's Updated C'est le dictionnaire de rimes que j'utilise en premier.,"http://www.rhymezone.com/ Il vous suffit de taper un mot, puis de sélectionner l'un des éléments suivants.",1.2000000476837158,dev
N'oubliez pas que vous pouvez facilement jurer sans jurer.,Je pense que les commentaires de Stephen King sont utiles à cet égard.,0.0,dev
"En ces temps de recherche sur Google, il est difficile de ne pas trouver la source d'une citation.","Je suis d'accord avec Kate Sherwood, vous devriez pouvoir attribuer la plupart des citations de nos jours par simple vérification des faits.",3.200000047683716,dev
J'ai fait une grande partie de mon travail de description et de pré-écriture dans Workflowy.,Ai-je encore le droit de battre le tambour pour Scrivener ?,0.20000000298023224,dev
"L'indice composite du Nasdaq (Nasdaq Composite Index .IXIC) a baissé de 1 point, soit 0,11 %, pour s'établir à 1 650.","L'indice Standard & Poor's 500 SPX a gagné 3 points, soit 0,32 %, pour atteindre 970.",0.800000011920929,dev
"""C'est un énorme œil au beurre noir"", a déclaré l'éditeur Arthur Ochs Sulzberger Jr, dont la famille contrôle le journal depuis 1896.","""C'est un énorme œil au beurre noir"", a déclaré Arthur Sulzberger, l'éditeur du journal, à propos du scandale.",3.5999999046325684,dev
Il a appris plus tard que l'incident avait été causé par le boum sonique du Concorde.,Il découvrit plus tard que l'incident alarmant avait été causé par le puissant boum sonique de Concorde.,5.0,dev
"Juli Niemann, analyste de RT Jones, a déclaré que Grant était ""celui que nous recherchions tous"".","Il a une très bonne réputation"", a déclaré Juli Niemann, analyste de la RT Jones, à propos de Grant.",1.399999976158142,dev
"Une question clé était de savoir si la France, qui a rendu furieux Washington en menant la charge contre l'autorisation de l'ONU pour la guerre, voterait ""oui"" ou s'abstiendrait.","La France, qui a rendu furieux Washington en menant l'accusation contre l'approbation de la guerre par l'ONU, a également cherché des changements.",2.5999999046325684,dev
"L'épopée biblique de Mel Gibson, ""La Passion du Christ"", s'ouvrira aux États-Unis le 25 février - mercredi des Cendres, selon le calendrier catholique.","Mel Gibson est en négociation avec Newmarket Films pour distribuer aux États-Unis son épopée biblique ""La Passion du Christ"".",2.0,dev
Les recruteurs de cadres affirment que trouver un chef merchandising chevronné sera peut-être le plus difficile de tous les recrutements car il y a une telle pénurie de bons candidats.,Les recruteurs de cadres affirment que trouver un chef merchandising expérimenté sera peut-être le plus difficile de tous les recrutements.,3.75,dev
"Le conflit qui dure depuis des décennies a tué plus de 10 000 personnes dans cette province riche en ressources, pour la plupart des civils.","Plus de 10 000 personnes, pour la plupart des civils, ont été tuées au cours de trois décennies d'insurrection.",4.0,dev
"Tom Kasmer, 14 ans, de Belmont, N.C., a reçu un mot qui ressemblait à ""zistee"" lors de la compétition d'hier.","Le finaliste national en orthographe, âgé de 14 ans et scolarisé à Belmont, en Caroline du Nord, a reçu un mot qui ressemblait à ""zistee"" lors du concours de mercredi.",3.75,dev
L'analyse du budget intervient au moment où les négociations entre le conseil municipal et l'administration Bloomberg s'échauffent.,Les négociations budgétaires entre le maire et le conseil municipal passent à la vitesse supérieure.,3.200000047683716,dev
"Les personnes dont le système immunitaire est affaibli par des médicaments ou par des maladies telles que le cancer, le diabète et le sida sont également exposées à un risque accru.",Les personnes dont le système immunitaire est affaibli par la maladie ou les médicaments sont également plus exposées.,4.0,dev
"Les actions de Coke ont clôturé la Bourse de New York jeudi à 44,01 $.","Dans la matinée, à la Bourse de New York, l'action Coca-Cola a baissé de 34 cents à 43,67 dollars.",2.4000000953674316,dev
"""J'ai le sentiment que les personnes qui envoient ces messages violent mes droits et ceux de tout le monde à utiliser leur ordinateur"", a déclaré M. McKechnie.","Les personnes qui envoient ces messages violent mes droits et ceux de tout un chacun d'utiliser votre ordinateur"", a déclaré M. McKechnie.",4.400000095367432,dev
"""Généralement non désiré - et souvent pornographique ou avec une intention frauduleuse - le spam est une nuisance et une distraction"", écrit M. Gates, en nous préparant à la chute.","En général, le spam est indésirable - et souvent pornographique ou avec une intention frauduleuse - et constitue une nuisance et une distraction"", écrit M. Gates.",4.199999809265137,dev
Le détaillant a déclaré qu'il avait pris sa décision après avoir entendu l'avis de ses clients et de ses associés.,"La décision a été prise après avoir ""écouté nos clients et nos associés"", a déclaré Melissa Berryhill, porte-parole de Wal-Mart.",3.200000047683716,dev
"Lord Falconer a salué ces changements comme ""un nouveau départ pour les tribunaux, le ministère public et la police"".","""C'est un nouveau départ en ce qui concerne les tribunaux, le ministère public et la police, qui permet au système de justice pénale de mieux fonctionner.""",3.0,dev
"L'indice composite du Nasdaq <.IXIC>, placé sous l'angle technologique, a bondi de 26 points, soit 1,78 %, pour atteindre 1 516.","L'indice Standard & Poor's 500 SPX a augmenté de 8,79 points, soit 0,96 %, à 929,06.",0.800000011920929,dev
L'édition en ligne de Business Week a indiqué vendredi que WorldCom et la SEC pourraient annoncer un règlement dès lundi.,BusinessWeek Online a appris que le règlement pourrait intervenir dès le lundi 19 mai.,3.200000047683716,dev
"""Je me suis mise à pleurer et à lui crier : ""Que veux-tu dire, qu'est-ce que tu dis, pourquoi m'as-tu menti ?","En aspirant de l'air, je me suis mis à pleurer et à lui crier : ""Que veux-tu dire ?",3.799999952316284,dev
C'est la troisième fois en quatre ans que des incendies ont forcé la fermeture du parc.,"Pour la troisième fois en quatre ans, des feux de forêt ont fermé le parc national de Mesa Verde, le seul parc du pays dédié aux ruines anciennes.",3.0,dev
"GM, le plus grand constructeur automobile du monde, compte 115 000 travailleurs actifs dans les TUA et 340 000 autres retraités et conjoints.",Ils couvrent plus de 300 000 travailleurs de l'UAW et 500 000 retraités et conjoints.,2.4000000953674316,dev
La société affirme qu'il s'agit de la plus grande vente de VAR Xserve d'Apple à ce jour.,La société a affirmé qu'il s'agissait de la plus grande vente de Xserves par un détaillant Apple.,5.0,dev
"Les marchés nord-américains ont terminé en demi-teinte lundi, alors que la saison des bénéfices commence à ralentir et que les indicateurs économiques sont sous les feux de la rampe.","Les marchés nord-américains ont enregistré des gains précoces lundi matin, alors que la saison des bénéfices commence à ralentir et que les indicateurs économiques prennent le devant de la scène.",3.799999952316284,dev
"L'indice boursier Standard & Poor's 500 a terminé le trimestre en hausse de 120 points, soit un gain de 14 %, la meilleure performance pour cette large référence du marché depuis 1998.","L'indice Standard and Poor's 500, un large éventail d'actions représentant des sociétés de premier plan, a terminé hier son meilleur trimestre depuis les trois derniers mois de 1998.",3.200000047683716,dev
"""Je ne connais aucune pression"", a déclaré M. Feith, le sous-secrétaire à la défense pour la politique.","""Je ne connais personne qui ait fait pression sur quelqu'un"", a déclaré Douglas Feith, sous-secrétaire à la défense pour la politique, lors d'un briefing au Pentagone.",3.799999952316284,dev
"""Elle pleurait et avait peur"", a déclaré Isa Yasin, la propriétaire du magasin.","""Elle pleurait et elle avait vraiment peur"", a déclaré Yasin.",3.799999952316284,dev
"""Frank Quattrone est innocent"", a déclaré M. Keker dans une déclaration.","L'avocat du Quattrone, John W. Keker, a déclaré que son client est innocent.",3.75,dev
"Le dollar était à 116,92 yens contre le yen, stable sur la session, et à 1,2891 contre le franc suisse, également stable.","Le dollar était à 116,78 yens JPY= , pratiquement stable sur la session, et à 1,2871 contre le franc suisse CHF= , en baisse de 0,1 pour cent.",3.200000047683716,dev
Les Allemands représentent plus de 40 % des visiteurs étrangers qui viennent en Italie.,Les Allemands représentent plus d'un quart de tous les visiteurs étrangers en Italie et 40 % des réservations d'hôtel.,3.4000000953674316,dev
"Toujours à Mossoul, des rebelles armés ont assassiné vendredi un chef de tribu musulman sunnite qui soutenait la coalition.","Près d'une mosquée dans la ville de Mossoul, au nord du pays, des rebelles armés ont également assassiné un chef de tribu musulman sunnite qui soutenait la coalition.",4.599999904632568,dev
"M. Bush avait cherché à stocker ses papiers dans la bibliothèque présidentielle de son père, où ils seraient restés secrets pendant un demi-siècle.","Au Texas, des groupes de surveillance publique se sont opposés aux efforts de M. Bush pour loger ses papiers dans la bibliothèque présidentielle de son père, où ils seraient restés secrets pendant un demi-siècle.",3.3329999446868896,dev
"Il s'intègre à Rational PurifyPlus et permet aux développeurs de travailler avec des versions prises en charge de Java, Visual C# et Visual Basic .NET.","IBM a déclaré que les produits Rational étaient également intégrés à Rational PurifyPlus, qui permet aux développeurs de travailler en Java, Visual C# et VisualBasic .Net.",3.5,dev
"L'audience civile de Freeman pourrait, à première vue, porter sur un permis de conduire.","Selon M. Freeman, le fait de ne pas avoir de permis de conduire a été un fardeau.",1.75,dev
Les manifestants réclamaient la fin de l'establishment dur du pays et la mort du chef suprême Khamenei.,"Les manifestants ont dénoncé le chef suprême du pays, l'ayatollah Ali Khamenei, qui est un partisan convaincu.",3.0,dev
"Un autre million de barils, achetés par le raffineur espagnol Cepsa SA, devait être chargé sur un pétrolier espagnol, le Sandra Tapias.","Un pétrolier espagnol, Sandra Tapias, devait être chargé avec un million de barils supplémentaires, achetés par le raffineur espagnol Cepsa SA, dans l'après-midi.",4.400000095367432,dev
"Singapour est déjà le 12e partenaire commercial des États-Unis, avec des échanges bilatéraux totalisant plus de 34 milliards de dollars.","Bien qu'étant une petite ville-État, Singapour est le 12e partenaire commercial des États-Unis, avec un volume d'échanges de 33,4 milliards de dollars l'année dernière.",3.799999952316284,dev
"Après le 11 septembre, a dit M. Connolly, les agents ont passé des milliers d'heures à enquêter sur Al-Bayoumi.",M. Connolly a déclaré que les agents du FBI à San Diego et à l'étranger ont passé des milliers d'heures à enquêter sur Al-Bayoumi.,3.0,dev
"L'avocat de Calvin Hollins Jr., Thomas Royce, a déclaré à plusieurs reprises que son client n'avait aucun lien avec la société qui possédait et exploitait E2.","L'avocat de Hollins Jr, Thomas Royce, a déclaré que son client n'avait aucun lien avec la société qui possédait et exploitait E2.",4.5,dev
"Les actions de PG&E Corp. ont augmenté de 39 cents ou 2,6 % à 15,59 dollars à la Bourse de New York mardi.","Les actions de PG&E ont gagné 24 cents à 15,44 dollars lors de la séance de mardi à la Bourse de New York.",2.200000047683716,dev
"""Cette décision est clairement incorrecte"", a déclaré le président de la FTC, Timothy Muris, dans une déclaration écrite.","La décision est ""clairement incorrecte"", a déclaré le président de la FTC, Tim Muris.",4.0,dev
"Paul Themba Nyathi, un porte-parole du MDC, a déclaré que la clinique Avenues était visée parce qu'elle soignait des partisans de l'opposition.","Le porte-parole du MDC, Paul Themba Nyathi, a déclaré que l'Avenues Clinic était visée parce qu'elle s'occupait de partisans de l'opposition.",4.599999904632568,dev
Il affirme que cela peut sembler irréaliste uniquement parce que peu d'efforts ont été consacrés à ce concept.,"""Cette proposition est modeste par rapport au programme spatial, et peut sembler irréaliste uniquement parce que peu d'efforts y ont été consacrés.",3.5,dev
YES a déposé une plainte hier devant la Cour suprême du comté de New York à Manhattan.,La plainte a été déposée devant la Cour suprême du comté de New York.,3.0,dev
"Il recevra 395 000 dollars par an, contre 361 400 dollars actuellement pour Atkinson.",Dynes sera payé 395 000 dollars par an ; le salaire d'Atkinson est de 361 400 dollars.,4.0,dev
"Sa fille, Nina Axelrod, a déclaré à The Associated Press qu'il était mort dans son sommeil, apparemment d'une insuffisance cardiaque.","Axelrod est mort dans son sommeil d'une insuffisance cardiaque, a déclaré sa fille, Nina Axelrod.",4.333000183105469,dev
"Selon l'agence, les décès dans des accidents de renversement représentaient 82 % du nombre de morts sur la route en 2002.","Le nombre de morts dans des accidents avec renversement a représenté 82 % de l'augmentation en 2002, selon la NHTSA.",3.25,dev
"La livre a également progressé par rapport au dollar, atteignant de nouveaux sommets en trois ans à 1,6789 $.","La livre sterling a fléchi par rapport au dollar, dernièrement en hausse de 1 % à 1,6672 $.",3.25,dev
La Recording Industry Association of America a déclaré qu'elle prévoyait de poursuivre les commerçants de chansons le mois prochain.,"C'est-à-dire, si la Recording Industry Association of America a quelque chose à dire à ce sujet.",1.75,dev
"L'indice plus large Standard & Poor's 500 <.SPX> a baissé de 7,57 points, soit 0,76 %, à 990,94.","L'indice composite du Nasdaq, classé par technologie, a baissé de 25,36 points, soit 1,53 %, à 1 628,26.",0.800000011920929,dev
"Plus tôt dans la journée de jeudi, PeopleSoft a formellement rejeté l'offre non sollicitée d'Oracle.","Jeudi matin, le conseil d'administration de PeopleSoft a rejeté l'offre de rachat d'Oracle.",4.400000095367432,dev
Les deux articles sont publiés aujourd'hui dans le New England Journal of Medicine.,L'étude paraît aujourd'hui dans le New England Journal of Medicine.,3.0,dev
Les experts de l'OMS n'ont pas dit combien de cas dans le Hebei se trouvaient dans les zones rurales.,"Hebei a fait état de 191 cas et de huit décès, bien que les experts de l'OMS n'aient pas précisé combien de cas se sont produits dans les zones rurales.",3.0,dev
"""Je ne souhaite pas être présent lors de ce témoignage"", a-t-il déclaré au juge Al Girolami de la Cour supérieure du comté de Stanislaus.","""Oui, je ne souhaite pas être présent lors de ce témoignage"", a dit calmement Peterson, 31 ans, au juge alors qu'il était retourné dans sa cellule.",3.25,dev
Ils sont détenus pour violation des règles d'immigration au moment où l'incident fait l'objet d'une enquête.,Les deux hommes sont détenus pour enquête sur des infractions administratives en matière d'immigration.,4.400000095367432,dev
Le rapport montre que les médicaments vendus dans les pharmacies canadiennes sont fabriqués dans des installations approuvées par Santé Canada - l'homologue de la FDA au Canada.,"Le rapport montre que les médicaments vendus dans les pharmacies canadiennes sont fabriqués dans des installations approuvées par Santé Canada, qui joue un rôle similaire à celui de la FDA pour le gouvernement canadien.",5.0,dev
On ne sait pas très bien qui succédera à M. O'Neill chez Hyundai.,Il n'y a pas de successeur clair pour M. O'Neill chez Hyundai.,5.0,dev
"En vertu de la Constitution américaine, l'autre chambre du Congrès, la Chambre des représentants, ne vote pas sur les alliances étrangères.","La Chambre des représentants des États-Unis, l'autre chambre du Congrès, ne vote pas sur les traités.",3.200000047683716,dev
La Securities and Exchange Commission a également lancé une enquête informelle sur le coke.,Cette enquête fédérale est distincte d'une enquête informelle menée par la Securities and Exchange Commission.,2.200000047683716,dev
"Lee Janzen, qui était à égalité en tête du classement à cinq trous de la fin, a terminé avec un 68 et est à égalité en sixième position.","Lee Janzen, à égalité en tête du classement à cinq trous de la fin, a terminé avec un 68 pour se retrouver à égalité en sixième position avec Bob Crane (67) à 269.",3.25,dev
"Tenet est sous surveillance depuis novembre, lorsque l'ancien directeur général Jeffrey Barbakow a déclaré que la société a utilisé des prix agressifs pour déclencher des paiements plus élevés pour les patients les plus malades de l'assurance maladie.","En novembre, Jeffrey Brabakow, le directeur général de l'époque, a déclaré que la société utilisait des prix agressifs pour obtenir des paiements plus élevés pour les patients les plus malades de l'assurance maladie.",3.75,dev
Dotson a été arrêté lundi dans son Maryland natal et accusé de meurtre.,"Dotson, 21 ans, a ensuite été accusé du meurtre de Dennehy.",3.200000047683716,dev
